name,zip code tabulation area,zt36 d00,perimeter,lsad trans,zt36 d00 i,lsad,area,latitude,longitude,Total Population per ZIP Code
14813,14813,1325,1.047585239,5-Digit ZCTA,1324,Z5,0.017379985,42.253723,-77.976186,2520
13757,13757,1217,0.766993427,5-Digit ZCTA,1216,Z5,0.010794789,42.406369,-74.914436,1045
11514,11514,2047,0.102827275,5-Digit ZCTA,2046,Z5,0.000292695,40.7503505,-73.6164225,4673
130HH,130HH,899,0.323831706,5-Digit ZCTA,898,Z5,0.002008988,42.841974,-76.512026,
12211,12211,1038,0.271002522,5-Digit ZCTA,1037,Z5,0.001736434,42.6995285,-73.758014,
12989,12989,92,1.379384147,5-Digit ZCTA,91,Z5,0.030087475,44.530704,-74.059582,1010
14082,14082,1077,0.290485553,5-Digit ZCTA,1076,Z5,0.00243176,42.6600185,-78.387019,426
10026,10026,1975,0.046563781,5-Digit ZCTA,1974,Z5,9.24E-05,40.8027045,-73.9523835,34003
13787,13787,1449,0.024124806,5-Digit ZCTA,1448,Z5,2.87E-05,42.1430895,-75.692786,3629
12856,12856,355,0.918053911,5-Digit ZCTA,354,Z5,0.017094273,43.6326655,-74.1309245,187
12943,12943,229,0.971724709,5-Digit ZCTA,228,Z5,0.030974367,44.15077,-73.8327595,459
13680,13680,88,0.454397196,5-Digit ZCTA,87,Z5,0.006664667,44.6236105,-75.299928,
13136,13136,1081,0.515860273,5-Digit ZCTA,1080,Z5,0.006137602,42.608461,-75.838814,534
11702,11702,2166,0.418623567,5-Digit ZCTA,2165,Z5,0.00095737,40.62813599,-73.336325,
12455,12455,1377,1.133145902,5-Digit ZCTA,1376,Z5,0.020629385,42.1385025,-74.6396315,
12028,12028,817,0.733021053,5-Digit ZCTA,816,Z5,0.005265366,42.930985,-73.4431025,1172
13625,13625,94,1.232692027,5-Digit ZCTA,93,Z5,0.016585467,44.548729,-74.928222,1868
117HH,117HH,2347,0.49523404,5-Digit ZCTA,2346,Z5,0.002319324,40.89158814,-73.5201675,
11030,11030,1962,0.182202936,5-Digit ZCTA,1961,Z5,0.001820364,40.7938555,-73.686224,17962
11096,11096,2415,0.080980253,5-Digit ZCTA,2414,Z5,0.000401288,40.619613,-73.7517895,8344
11702,11702,2152,0.114622306,5-Digit ZCTA,2151,Z5,0.000266242,40.6515515,-73.2654005,
13166,13166,660,0.379026448,5-Digit ZCTA,659,Z5,0.005451122,43.1083715,-76.5665095,
12564,12564,1662,0.529748627,5-Digit ZCTA,1661,Z5,0.012282812,41.5810095,-73.591379,7338
10801,10801,2346,0.19579125,5-Digit ZCTA,2345,Z5,0.000917208,40.9178485,-73.7829765,40827
10011,10011,2065,0.065225021,5-Digit ZCTA,2064,Z5,0.000176963,40.74184,-74.000787,50984
134HH,134HH,795,0.243007529,5-Digit ZCTA,794,Z5,7.75E-05,43.0169145,-74.9598645,
12986,12986,236,0.047085952,5-Digit ZCTA,235,Z5,9.09E-05,44.1761255,-74.5257165,
11377,11377,2030,0.134926094,5-Digit ZCTA,2029,Z5,0.000725479,40.747549,-73.9060975,89830
12776,12776,1509,1.445459569,5-Digit ZCTA,1508,Z5,0.040026709,41.953869,-74.9592595,2180
14858,14858,1504,0.854133224,5-Digit ZCTA,1503,Z5,0.011720684,42.045201,-77.1310915,1598
13471,13471,421,1.011344392,5-Digit ZCTA,420,Z5,0.023419776,43.405347,-75.615085,3540
14480,14480,936,0.135195988,5-Digit ZCTA,935,Z5,0.000413796,42.837302,-77.703665,833
11560,11560,2354,0.230276041,5-Digit ZCTA,2353,Z5,0.00217129,40.87471504,-73.59297,6464
11429,11429,2101,0.081873593,5-Digit ZCTA,2100,Z5,0.000359264,40.7100765,-73.7393795,25105
10597,10597,1758,0.123661445,5-Digit ZCTA,1757,Z5,0.000531079,41.2959925,-73.598956,968
129HH,129HH,187,0.049191497,5-Digit ZCTA,186,Z5,9.96E-05,44.3305955,-74.082101,
12542,12542,1659,0.421515716,5-Digit ZCTA,1658,Z5,0.004548498,41.6021525,-74.0034275,5913
14855,14855,1422,0.626837143,5-Digit ZCTA,1421,Z5,0.007384865,42.1376635,-77.49456,956
14210,14210,2296,0.225408812,5-Digit ZCTA,2295,Z5,0.000939724,42.862308,-78.8299555,14694
10111,10111,2044,0.004129003,5-Digit ZCTA,2043,Z5,9.66E-07,40.759224,-73.977762,
14623,14623,699,0.152740033,5-Digit ZCTA,698,Z5,0.000818719,43.091963,-77.703127,
12885,12885,382,1.14681913,5-Digit ZCTA,381,Z5,0.013958743,43.5343645,-73.797409,4602
13166,13166,777,0.084032319,5-Digit ZCTA,776,Z5,0.000271664,43.022178,-76.4783135,
14462,14462,1048,0.293986253,5-Digit ZCTA,1047,Z5,0.003525123,42.6879665,-77.768568,655
13619,13619,267,1.779495081,5-Digit ZCTA,266,Z5,0.030606073,43.977765,-75.619433,10901
10583,10583,2320,0.354659757,5-Digit ZCTA,2319,Z5,0.00345408,40.9882975,-73.7953765,38982
11798,11798,2020,0.190626943,5-Digit ZCTA,2019,Z5,0.001179299,40.7524985,-73.372465,15347
12828,12828,517,0.516418979,5-Digit ZCTA,516,Z5,0.003601156,43.262099,-73.663671,
14202,14202,902,0.190965826,5-Digit ZCTA,901,Z5,0.000232087,42.888407,-78.8852575,3911
13624,13624,219,0.022508674,5-Digit ZCTA,218,Z5,2.99E-05,44.271233,-76.0703925,5457
14901,14901,1448,0.977634322,5-Digit ZCTA,1447,Z5,0.0093295,42.07466695,-76.73734526,
14728,14728,1318,0.656866574,5-Digit ZCTA,1317,Z5,0.007334597,42.277091,-79.411839,1031
13032,13032,623,0.959457859,5-Digit ZCTA,622,Z5,0.023263269,43.0700435,-75.7694775,12790
14901,14901,1535,0.13836612,5-Digit ZCTA,1534,Z5,0.000153237,42.0223125,-76.6601855,
13073,13073,1117,0.796560287,5-Digit ZCTA,1116,Z5,0.015309839,42.5774695,-76.3941305,6423
12824,12824,408,0.642947272,5-Digit ZCTA,407,Z5,0.006066181,43.538657,-73.686722,894
11901,11901,2323,0.641704125,5-Digit ZCTA,2322,Z5,0.009326782,40.95148382,-72.651971,
12435,12435,1620,0.244611533,5-Digit ZCTA,1619,Z5,0.002199852,41.724831,-74.526748,326
138HH,138HH,1412,0.05347199,5-Digit ZCTA,1411,Z5,2.15E-05,42.1936115,-75.8336965,
12456,12456,1527,0.072669755,5-Digit ZCTA,1526,Z5,0.000187431,42.031417,-74.0012415,639
13027,13027,566,0.77462336,5-Digit ZCTA,565,Z5,0.013495244,43.176507,-76.3640375,
13069,13069,452,0.795191228,5-Digit ZCTA,451,Z5,0.021286285,43.347835,-76.3395345,
13483,13483,455,0.156801774,5-Digit ZCTA,454,Z5,0.000952166,43.40679,-75.8268895,256
129HH,129HH,57,0.349869113,5-Digit ZCTA,56,Z5,0.001517582,44.7709075,-73.990441,
12404,12404,1567,0.914419375,5-Digit ZCTA,1566,Z5,0.010555752,41.818154,-74.2253105,3385
12041,12041,1165,0.045126306,5-Digit ZCTA,1164,Z5,3.34E-05,42.5380015,-73.978562,481
12986,12986,221,0.022316894,5-Digit ZCTA,220,Z5,2.49E-05,44.2641745,-74.334065,
11952,11952,2318,0.366897104,5-Digit ZCTA,2317,Z5,0.00288641,41.00354024,-72.54578141,4637
11553,11553,2098,0.125228101,5-Digit ZCTA,2097,Z5,0.000756383,40.702901,-73.5922715,26034
134HH,134HH,395,0.289383813,5-Digit ZCTA,394,Z5,9.24E-05,43.622585,-75.036399,
11693,11693,2244,0.020901675,5-Digit ZCTA,2243,Z5,2.90E-05,40.601035,-73.812504,11916
10172,10172,2053,0.005070911,5-Digit ZCTA,2052,Z5,1.33E-06,40.7554995,-73.9744685,
128HH,128HH,291,0.063062796,5-Digit ZCTA,290,Z5,0.000112151,43.9565825,-74.556286,
14846,14846,1124,0.763437455,5-Digit ZCTA,1123,Z5,0.009543479,42.53791,-78.0079195,792
10112,10112,2041,0.005399637,5-Digit ZCTA,2040,Z5,8.12E-07,40.759608,-73.9798085,
12144,12144,1079,0.359877796,5-Digit ZCTA,1078,Z5,0.004941328,42.6273195,-73.7065635,20555
11434,11434,2127,0.145337279,5-Digit ZCTA,2126,Z5,0.000818488,40.67543,-73.775037,59129
10034,10034,1907,0.077644389,5-Digit ZCTA,1906,Z5,0.000236008,40.8686915,-73.9217635,38908
13733,13733,1334,0.570749432,5-Digit ZCTA,1333,Z5,0.008158059,42.2322245,-75.4285985,5216
120HH,120HH,1234,0.049810647,5-Digit ZCTA,1233,Z5,0.000150878,42.444812,-74.426059,
14860,14860,1109,0.41175585,5-Digit ZCTA,1108,Z5,0.007268166,42.5876565,-76.8309915,1039
12601,12601,1617,0.040451969,5-Digit ZCTA,1616,Z5,4.58E-05,41.774189,-73.9013235,43398
14427,14427,1059,0.721050001,5-Digit ZCTA,1058,Z5,0.009849737,42.6338095,-78.0523875,1964
12106,12106,1246,0.366648211,5-Digit ZCTA,1245,Z5,0.004317498,42.3856135,-73.716531,2193
12501,12501,1566,0.590734527,5-Digit ZCTA,1565,Z5,0.009080646,41.8504665,-73.56283709,2457
11507,11507,2008,0.088581295,5-Digit ZCTA,2007,Z5,0.000292574,40.7702505,-73.651473,7406
136HH,136HH,161,2.297550919,5-Digit ZCTA,160,Z5,0.011801983,44.28647197,-76.05076086,
121XX,121XX,471,0.399577733,5-Digit ZCTA,470,Z5,0.0021332,43.332794,-74.5226145,
11596,11596,2018,0.105925142,5-Digit ZCTA,2017,Z5,0.000423233,40.7620505,-73.6415225,10480
145HH,145HH,2281,0.35487044,5-Digit ZCTA,2280,Z5,0.001435874,43.24728325,-76.958388,
10041,10041,2393,0.009192491,5-Digit ZCTA,2392,Z5,3.27E-06,40.703119,-74.0100225,
125HH,125HH,1676,0.05062963,5-Digit ZCTA,1675,Z5,9.77E-05,41.5659955,-74.0691705,
12409,12409,1489,0.332329002,5-Digit ZCTA,1488,Z5,0.002829042,42.06985,-74.135654,804
12737,12737,1679,0.477829357,5-Digit ZCTA,1678,Z5,0.009461014,41.493923,-74.8063245,1910
13212,13212,649,0.356660143,5-Digit ZCTA,648,Z5,0.002998384,43.123517,-76.1320315,20356
12986,12986,240,0.060904147,5-Digit ZCTA,239,Z5,5.66E-05,44.1593465,-74.316068,
124HH,124HH,1548,0.636189486,5-Digit ZCTA,1547,Z5,0.00354607,41.966864,-74.1829605,
12019,12019,830,0.49427405,5-Digit ZCTA,829,Z5,0.005677248,42.9177255,-73.840666,
11021,11021,1986,0.13108096,5-Digit ZCTA,1985,Z5,0.000726992,40.785255,-73.7267255,17729
13469,13469,552,0.233186743,5-Digit ZCTA,551,Z5,0.001095948,43.225919,-75.2904475,847
11415,11415,2108,0.055493861,5-Digit ZCTA,2107,Z5,0.000157954,40.7079445,-73.8262785,19341
11430,11430,2148,0.177802531,5-Digit ZCTA,2147,Z5,0.000780758,40.650212,-73.788857,
14625,14625,613,0.261902473,5-Digit ZCTA,612,Z5,0.002194172,43.149313,-77.5081195,10387
11746,11746,1918,0.5021635,5-Digit ZCTA,1917,Z5,0.006432791,40.815198,-73.362363,67094
12960,12960,265,0.451937957,5-Digit ZCTA,264,Z5,0.006781036,44.025202,-73.5492045,1148
11959,11959,1934,0.035154168,5-Digit ZCTA,1933,Z5,5.49E-05,40.841035,-72.617436,939
12078,12078,557,1.250461997,5-Digit ZCTA,556,Z5,0.034634149,43.1306805,-74.3570825,
10805,10805,1897,0.029372968,5-Digit ZCTA,1896,Z5,5.36E-05,40.883849,-73.770776,
128XX,128XX,263,0.433860392,5-Digit ZCTA,262,Z5,0.007248307,44.0206835,-74.002368,
14865,14865,1263,0.503358796,5-Digit ZCTA,1262,Z5,0.00631455,42.35342,-76.8426885,2607
119HH,119HH,2375,0.626040548,5-Digit ZCTA,2374,Z5,0.000635658,40.769074,-72.851651,
12835,12835,462,1.144418815,5-Digit ZCTA,461,Z5,0.027820074,43.3130055,-73.9926905,
13787,13787,1424,0.160648241,5-Digit ZCTA,1423,Z5,0.000375371,42.1563265,-75.600824,
14886,14886,1145,0.895385021,5-Digit ZCTA,1144,Z5,0.020537153,42.4969285,-76.683116,6753
129HH,129HH,4,4.830099699,5-Digit ZCTA,3,Z5,0.042407869,44.466679,-73.525168,
10958,10958,1715,0.618854014,5-Digit ZCTA,1714,Z5,0.006444947,41.3803535,-74.429805,3291
12529,12529,1357,0.703666674,5-Digit ZCTA,1356,Z5,0.016227765,42.2091495,-73.54017507,
110HH,110HH,2368,0.078768844,5-Digit ZCTA,2367,Z5,0.000177089,40.84360423,-73.664173,
12992,12992,43,1.137169756,5-Digit ZCTA,42,Z5,0.02153331,44.822741,-73.537441,4778
12828,12828,490,0.671509617,5-Digit ZCTA,489,Z5,0.009565781,43.25015,-73.5350955,
13830,13830,1161,1.297031078,5-Digit ZCTA,1160,Z5,0.033690396,42.434396,-75.6359535,5042
14806,14806,1390,0.919536959,5-Digit ZCTA,1389,Z5,0.018195247,42.149008,-77.804271,2269
12412,12412,1537,0.356389785,5-Digit ZCTA,1536,Z5,0.003612529,41.9980555,-74.233165,673
129HH,129HH,126,0.122510999,5-Digit ZCTA,125,Z5,9.64E-05,44.5136965,-74.3823865,
13662,13662,27,0.024785575,5-Digit ZCTA,26,Z5,3.99E-05,44.9703275,-74.9571195,
14564,14564,764,0.483906598,5-Digit ZCTA,763,Z5,0.011766469,42.9832055,-77.4281085,14487
11569,11569,2243,0.063238704,5-Digit ZCTA,2242,Z5,0.000119318,40.6006025,-73.5801725,
10464,10464,2367,0.040603531,5-Digit ZCTA,2366,Z5,0.000104862,40.85249501,-73.76942221,4534
11796,11796,2075,0.082152393,5-Digit ZCTA,2074,Z5,0.00034129,40.730578,-73.0994355,4056
14011,14011,884,0.934098243,5-Digit ZCTA,883,Z5,0.01981429,42.8425,-78.297757,9822
13331,13331,295,1.026557633,5-Digit ZCTA,294,Z5,0.02217421,43.8485665,-74.9125295,
14760,14760,1516,0.536950149,5-Digit ZCTA,1515,Z5,0.008658918,42.03884244,-78.43240849,18775
14590,14590,2284,0.024980306,5-Digit ZCTA,2283,Z5,3.20E-05,43.265354,-76.944304,5446
105HH,105HH,1770,0.160177505,5-Digit ZCTA,1769,Z5,0.000390759,41.2535465,-73.639263,
13108,13108,791,0.505581581,5-Digit ZCTA,790,Z5,0.008578778,42.9702705,-76.335336,6175
120HH,120HH,625,0.060385436,5-Digit ZCTA,624,Z5,0.000160145,43.157835,-74.116321,
10032,10032,1932,0.061414216,5-Digit ZCTA,1931,Z5,0.000186389,40.8399335,-73.942181,57331
131HH,131HH,897,0.168438069,5-Digit ZCTA,896,Z5,0.000812826,42.8751485,-76.2865405,
11569,11569,2245,0.019333106,5-Digit ZCTA,2244,Z5,2.02E-05,40.601203,-73.6319235,1398
129HH,129HH,91,0.027301821,5-Digit ZCTA,90,Z5,5.13E-05,44.6465275,-74.101747,
14048,14048,2307,0.517130544,5-Digit ZCTA,2306,Z5,0.006480297,42.48172,-79.32589376,15072
14842,14842,1108,0.384059127,5-Digit ZCTA,1107,Z5,0.004461097,42.595778,-76.96217,938
10566,10566,1761,0.156778662,5-Digit ZCTA,1760,Z5,0.001184231,41.288137,-73.915979,23570
13029,13029,530,0.126207124,5-Digit ZCTA,529,Z5,0.000806587,43.254053,-76.191744,7109
11714,11714,2029,0.220355968,5-Digit ZCTA,2028,Z5,0.001615028,40.7404995,-73.477318,22658
132HH,132HH,684,0.306576725,5-Digit ZCTA,683,Z5,0.000997447,43.0925665,-76.220751,
12186,12186,1070,0.704152088,5-Digit ZCTA,1069,Z5,0.009247189,42.617852,-73.9688215,6277
10001,10001,2042,0.075200172,5-Digit ZCTA,2041,Z5,0.000180136,40.751865,-73.9964735,21102
14782,14782,1307,0.839000355,5-Digit ZCTA,1306,Z5,0.016393775,42.2675835,-79.2657965,2401
12833,12833,569,0.809843233,5-Digit ZCTA,568,Z5,0.011190256,43.1529395,-73.873707,4401
14411,14411,493,1.082867039,5-Digit ZCTA,492,Z5,0.033776919,43.235383,-78.199528,14491
133HH,133HH,304,0.166039634,5-Digit ZCTA,303,Z5,4.15E-05,43.912695,-75.536798,
11968,11968,1875,0.020714619,5-Digit ZCTA,1874,Z5,2.27E-05,40.92006,-72.447058,11593
13669,13669,82,0.738946376,5-Digit ZCTA,81,Z5,0.016094384,44.6051735,-75.578427,
11768,11768,2340,0.707831211,5-Digit ZCTA,2339,Z5,0.004216475,40.9139975,-73.32312252,21902
14733,14733,1409,0.548622264,5-Digit ZCTA,1408,Z5,0.007984917,42.149664,-79.1897575,3833
11364,11364,2040,0.134768755,5-Digit ZCTA,2039,Z5,0.000784523,40.7464885,-73.756666,34555
10503,10503,1846,0.011783968,5-Digit ZCTA,1845,Z5,8.38E-06,41.025547,-73.875129,108
13842,13842,1266,0.04736014,5-Digit ZCTA,1265,Z5,6.38E-05,42.3973585,-74.694787,695
129HH,129HH,137,0.021169183,5-Digit ZCTA,136,Z5,2.27E-05,44.4916355,-74.1376005,
12092,12092,1043,0.54451856,5-Digit ZCTA,1042,Z5,0.003905325,42.6962675,-74.3834245,1304
128HH,128HH,300,0.105394337,5-Digit ZCTA,299,Z5,9.59E-05,43.925109,-73.971004,
13776,13776,1186,0.706531405,5-Digit ZCTA,1185,Z5,0.005954042,42.458822,-75.331631,513
13630,13630,108,0.778650175,5-Digit ZCTA,107,Z5,0.011108032,44.4968685,-75.288385,1525
12094,12094,945,0.186379183,5-Digit ZCTA,944,Z5,0.001187898,42.8308865,-73.4694385,2268
12918,12918,72,0.45787922,5-Digit ZCTA,71,Z5,0.004490691,44.703326,-73.6686775,2381
10463,10463,1893,0.128560629,5-Digit ZCTA,1892,Z5,0.000480849,40.876678,-73.9056015,67970
10994,10994,1807,0.208052709,5-Digit ZCTA,1806,Z5,0.001403138,41.1026955,-73.969758,7085
13755,13755,1454,0.818927442,5-Digit ZCTA,1453,Z5,0.012774708,42.082833,-75.0020425,1228
12563,12563,1690,0.375910757,5-Digit ZCTA,1689,Z5,0.005308264,41.4906585,-73.589078,8084
14171,14171,1198,0.827480761,5-Digit ZCTA,1197,Z5,0.014625334,42.4147005,-78.6426955,2077
11548,11548,1956,0.077095846,5-Digit ZCTA,1955,Z5,0.000189128,40.8153995,-73.6221215,2780
12420,12420,1642,0.145035029,5-Digit ZCTA,1641,Z5,0.001039545,41.6727625,-74.381058,363
12458,12458,1560,0.763935695,5-Digit ZCTA,1559,Z5,0.01419008,41.826176,-74.4164195,3232
11234,11234,2252,0.045980734,5-Digit ZCTA,2251,Z5,7.13E-05,40.5858995,-73.8673425,
102HH,102HH,2379,0.058950039,5-Digit ZCTA,2378,Z5,0.000123948,40.71583611,-74.018302,
11569,11569,2248,0.02810905,5-Digit ZCTA,2247,Z5,2.46E-05,40.598053,-73.601023,
10980,10980,1759,0.621411019,5-Digit ZCTA,1758,Z5,0.008310269,41.253906,-74.0402855,13383
10162,10162,2023,0.008156466,5-Digit ZCTA,2022,Z5,3.18E-06,40.7694135,-73.9503585,1685
13044,13044,472,0.584530336,5-Digit ZCTA,471,Z5,0.009741269,43.310241,-75.9868875,2512
11758,11758,2195,0.063490402,5-Digit ZCTA,2194,Z5,0.000108248,40.621551,-73.4409685,
129HH,129HH,168,0.08820813,5-Digit ZCTA,167,Z5,0.000200947,44.3805045,-74.3177335,
13662,13662,3,1.080475248,5-Digit ZCTA,2,Z5,0.011440599,44.954298,-74.93610263,
11214,11214,2418,0.132178258,5-Digit ZCTA,2417,Z5,0.000706872,40.5972495,-73.99813824,88630
12913,12913,125,1.131343124,5-Digit ZCTA,124,Z5,0.017619798,44.438075,-74.0217645,1157
11735,11735,2037,0.290468915,5-Digit ZCTA,2036,Z5,0.003048035,40.7333995,-73.4281165,32098
149HH,149HH,1466,0.253943854,5-Digit ZCTA,1465,Z5,8.84E-05,42.1026215,-76.9090865,
11725,11725,1905,0.287990195,5-Digit ZCTA,1904,Z5,0.002755301,40.8422475,-73.279504,29150
13748,13748,1540,0.083762234,5-Digit ZCTA,1539,Z5,0.000275976,42.00832295,-75.77666896,3800
136HH,136HH,2262,0.787337928,5-Digit ZCTA,2261,Z5,0.007139133,44.0291373,-76.195291,
100HH,100HH,2364,1.117517849,5-Digit ZCTA,2363,Z5,0.002712161,40.78045046,-73.96639881,
12116,12116,1122,0.527122079,5-Digit ZCTA,1121,Z5,0.008633635,42.5493195,-74.9191375,1920
13637,13637,242,0.632116553,5-Digit ZCTA,241,Z5,0.009396308,44.0932615,-75.8179175,4491
13730,13730,1372,0.534681313,5-Digit ZCTA,1371,Z5,0.005301212,42.186485,-75.482275,2805
14094,14094,537,0.897278913,5-Digit ZCTA,536,Z5,0.021194496,43.1753305,-78.737756,
121HH,121HH,890,0.152968166,5-Digit ZCTA,889,Z5,7.34E-05,42.8998035,-73.563757,
12969,12969,55,1.196342883,5-Digit ZCTA,54,Z5,0.03363733,44.7487185,-74.0817515,423
12922,12922,144,1.83480343,5-Digit ZCTA,143,Z5,0.064490972,44.272902,-74.7891405,
13066,13066,742,0.431351633,5-Digit ZCTA,741,Z5,0.004406955,43.0308165,-75.999679,12390
13862,13862,1311,0.44362528,5-Digit ZCTA,1310,Z5,0.003964181,42.2869495,-75.9638605,
11977,11977,1923,0.261456011,5-Digit ZCTA,1922,Z5,0.001479563,40.830203,-72.679597,2467
12010,12010,848,0.692442232,5-Digit ZCTA,847,Z5,0.013957189,42.8893815,-74.1917465,
14512,14512,1020,1.143886292,5-Digit ZCTA,1019,Z5,0.02994567,42.655026,-77.38066,4721
129HH,129HH,149,0.063854311,5-Digit ZCTA,148,Z5,9.69E-05,44.459314,-74.3454825,
127HH,127HH,1718,0.327685906,5-Digit ZCTA,1717,Z5,0.000115916,41.39439,-74.73793521,
128HH,128HH,342,0.687944603,5-Digit ZCTA,341,Z5,0.002016125,43.707456,-74.3233175,
10976,10976,1836,0.118309065,5-Digit ZCTA,1835,Z5,0.000283801,41.0282465,-73.9293805,2258
14218,14218,975,0.062415206,5-Digit ZCTA,974,Z5,0.000138877,42.8101085,-78.770403,19039
133HH,133HH,741,0.252428064,5-Digit ZCTA,740,Z5,0.000102655,43.0438905,-75.059834,
12440,12440,1589,0.516453445,5-Digit ZCTA,1588,Z5,0.004543078,41.7887235,-74.157783,
13797,13797,1272,0.822047115,5-Digit ZCTA,1271,Z5,0.010242249,42.326619,-76.04328,2250
13357,13357,782,0.56415541,5-Digit ZCTA,781,Z5,0.009335318,42.9688505,-75.089041,11096
121HH,121HH,911,0.091125854,5-Digit ZCTA,910,Z5,4.50E-05,42.8720555,-74.036916,
11201,11201,2392,0.099740227,5-Digit ZCTA,2391,Z5,0.000397288,40.694169,-73.99063,51128
12087,12087,1229,0.264615597,5-Digit ZCTA,1228,Z5,0.002793732,42.424194,-73.868888,
13207,13207,776,0.186032453,5-Digit ZCTA,775,Z5,0.000928293,43.008966,-76.1703465,13897
12729,12729,1677,0.180298923,5-Digit ZCTA,1676,Z5,0.001484427,41.536889,-74.660746,
13621,13621,46,0.4418416,5-Digit ZCTA,45,Z5,0.006028392,44.835225,-75.0653,
12754,12754,1581,0.787632499,5-Digit ZCTA,1580,Z5,0.009025993,41.8079705,-74.730916,7221
13110,13110,875,0.653677828,5-Digit ZCTA,874,Z5,0.007349158,42.875662,-76.280995,2338
12448,12448,1484,0.185933902,5-Digit ZCTA,1483,Z5,0.001730986,42.0866855,-74.1998675,
11234,11234,2194,0.04205424,5-Digit ZCTA,2193,Z5,0.000100119,40.622099,-73.8717415,
140HH,140HH,743,0.700120622,5-Digit ZCTA,742,Z5,0.001349598,43.012706,-78.9569003,
11206,11206,2113,0.088505772,5-Digit ZCTA,2112,Z5,0.000399151,40.702095,-73.9422505,81677
10009,10009,2088,0.049607326,5-Digit ZCTA,2087,Z5,0.000157604,40.7274545,-73.9802905,61347
10530,10530,1845,0.048918444,5-Digit ZCTA,1844,Z5,9.74E-05,41.0237795,-73.831132,12604
12878,12878,441,0.801054587,5-Digit ZCTA,440,Z5,0.023734224,43.429571,-74.015436,719
140HH,140HH,2288,0.29387303,5-Digit ZCTA,2287,Z5,0.000959241,43.16246535,-79.0141655,
125HH,125HH,1310,2.434195098,5-Digit ZCTA,1309,Z5,0.008874952,41.8789825,-73.88568,
10913,10913,1820,0.184911069,5-Digit ZCTA,1819,Z5,0.0011824,41.069446,-73.9562815,5532
10456,10456,1938,0.092445255,5-Digit ZCTA,1937,Z5,0.000294811,40.830529,-73.9081555,86547
10048,10048,2385,0.009942032,5-Digit ZCTA,2384,Z5,4.35E-06,40.712438,-74.012636,
127HH,127HH,1503,0.251863463,5-Digit ZCTA,1502,Z5,0.000526968,42.0802895,-74.9135805,
13834,13834,1159,0.099074338,5-Digit ZCTA,1158,Z5,7.16E-05,42.5448575,-74.9652955,118
14610,14610,627,0.23476488,5-Digit ZCTA,626,Z5,0.001237134,43.145613,-77.547595,14233
136HH,136HH,39,0.750532173,5-Digit ZCTA,38,Z5,0.000378323,44.8194655,-74.7608915,
144HH,144HH,1009,0.225004668,5-Digit ZCTA,1008,Z5,0.000751434,42.7246055,-77.609775,
10969,10969,1744,0.381887602,5-Digit ZCTA,1743,Z5,0.002955786,41.29596902,-74.48939,1267
131HH,131HH,942,0.049999532,5-Digit ZCTA,941,Z5,0.00014966,42.8432295,-76.2552275,
12765,12765,1571,0.420293498,5-Digit ZCTA,1570,Z5,0.003334633,41.853692,-74.6219405,885
11411,11411,2121,0.077459504,5-Digit ZCTA,2120,Z5,0.000330132,40.6920135,-73.736801,18556
11215,11215,2399,0.12449531,5-Digit ZCTA,2398,Z5,0.000629201,40.661816,-73.985522,63488
128XX,128XX,290,0.700271382,5-Digit ZCTA,289,Z5,0.011573578,43.8904235,-74.25048,
11569,11569,2250,0.062472715,5-Digit ZCTA,2249,Z5,0.000162461,40.590653,-73.58723429,
10983,10983,1839,0.111452326,5-Digit ZCTA,1838,Z5,0.000609025,41.02587282,-73.948232,5532
12961,12961,255,0.384494864,5-Digit ZCTA,254,Z5,0.004699793,44.0618495,-73.573436,180
121HH,121HH,993,0.266681409,5-Digit ZCTA,992,Z5,9.50E-05,42.7693405,-74.287679,
14209,14209,874,0.115357388,5-Digit ZCTA,873,Z5,0.00032385,42.917857,-78.8652075,7926
13827,13827,1417,1.064874774,5-Digit ZCTA,1416,Z5,0.018815474,42.1327445,-76.2767175,
13304,13304,522,0.486663339,5-Digit ZCTA,521,Z5,0.004265472,43.237493,-75.1675095,1684
11722,11722,1973,0.269032718,5-Digit ZCTA,1972,Z5,0.002296783,40.782066,-73.19283,35177
13365,13365,576,1.112712303,5-Digit ZCTA,575,Z5,0.021499511,43.1092175,-74.864241,
14062,14062,2308,0.927793514,5-Digit ZCTA,2307,Z5,0.019983337,42.430846,-79.1663165,3329
12914,12914,26,0.647252633,5-Digit ZCTA,25,Z5,0.010850503,44.925715,-74.6141925,1044
13642,13642,135,2.236386253,5-Digit ZCTA,134,Z5,0.048684033,44.348003,-75.4699255,10088
123HH,123HH,905,0.07659925,5-Digit ZCTA,904,Z5,3.92E-05,42.890065,-74.068911,
10549,10549,1775,0.45130487,5-Digit ZCTA,1774,Z5,0.005051262,41.200141,-73.7159635,16638
104HH,104HH,1914,0.066120788,5-Digit ZCTA,1913,Z5,6.00E-05,40.85857616,-73.792002,
12734,12734,1616,0.393232863,5-Digit ZCTA,1615,Z5,0.003598925,41.737664,-74.7486185,867
11416,11416,2132,0.070976389,5-Digit ZCTA,2131,Z5,0.000185807,40.6845085,-73.850307,24861
13350,13350,784,0.168515702,5-Digit ZCTA,783,Z5,0.000171449,43.020391,-74.955613,10093
108HH,108HH,2351,0.071108391,5-Digit ZCTA,2350,Z5,7.85E-05,40.90997058,-73.766476,
13135,13135,551,0.427801572,5-Digit ZCTA,550,Z5,0.003469282,43.2222355,-76.361335,6617
