name,zip code tabulation area,zt36 d00,perimeter,lsad trans,zt36 d00 i,lsad,area,latitude,longitude,Total Population per ZIP Code
13322,13322,800,0.429829292,5-Digit ZCTA,799,Z5,0.003980611,42.9728435,-75.2048085,1076
107HH,107HH,1849,0.20723439,5-Digit ZCTA,1848,Z5,0.000787467,40.9602875,-73.900992,
10605,10605,1843,0.200851343,5-Digit ZCTA,1842,Z5,0.001368682,41.0065975,-73.7435255,18126
11420,11420,2136,0.101741526,5-Digit ZCTA,2135,Z5,0.00058095,40.674138,-73.81904,44354
10562,10562,1778,0.373672562,5-Digit ZCTA,1777,Z5,0.003552196,41.187888,-73.831469,31796
10173,10173,2059,0.004967578,5-Digit ZCTA,2058,Z5,1.29E-06,40.754305,-73.979564,
12180,12180,960,0.993815298,5-Digit ZCTA,959,Z5,0.016669368,42.7495455,-73.5951185,53606
14545,14545,1082,0.1068558,5-Digit ZCTA,1081,Z5,0.000593381,42.6608575,-77.701496,173
12803,12803,510,0.273046205,5-Digit ZCTA,509,Z5,0.001816814,43.2824205,-73.6340535,7567
12167,12167,1213,1.089184714,5-Digit ZCTA,1212,Z5,0.01645269,42.3941305,-74.6066375,2438
11224,11224,2433,0.106683238,5-Digit ZCTA,2432,Z5,0.000410992,40.5767375,-73.9900505,47621
14536,14536,1143,0.428101875,5-Digit ZCTA,1142,Z5,0.005265909,42.5404605,-78.0868465,687
10604,10604,1825,0.208095301,5-Digit ZCTA,1824,Z5,0.001109229,41.05116,-73.742324,
10925,10925,1783,0.165430363,5-Digit ZCTA,1782,Z5,0.000397677,41.20590115,-74.29257455,4539
11237,11237,2107,0.094111619,5-Digit ZCTA,2106,Z5,0.00027941,40.704071,-73.91807,49896
10576,10576,1772,0.482485081,5-Digit ZCTA,1771,Z5,0.006148716,41.20702627,-73.56815792,5116
13148,13148,864,0.54557921,5-Digit ZCTA,863,Z5,0.009122753,42.8685595,-76.784822,
12306,12306,910,1.005648266,5-Digit ZCTA,909,Z5,0.012835418,42.8055815,-74.0564925,
133XX,133XX,375,0.100330491,5-Digit ZCTA,374,Z5,0.000470859,43.6615,-75.6251505,
10553,10553,1877,0.065347131,5-Digit ZCTA,1876,Z5,0.000187039,40.909349,-73.821777,10170
13148,13148,787,0.190794904,5-Digit ZCTA,786,Z5,0.001417471,43.0115575,-76.754911,
13407,13407,790,0.806426421,5-Digit ZCTA,789,Z5,0.016571417,42.966446,-74.9381505,5453
12775,12775,1657,0.405823579,5-Digit ZCTA,1656,Z5,0.00376788,41.615015,-74.580141,2297
14039,14039,933,0.17073584,5-Digit ZCTA,932,Z5,0.000423243,42.838285,-78.1649865,101
104HH,104HH,1954,0.452388805,5-Digit ZCTA,1953,Z5,0.00115435,40.8084295,-73.84985508,
13167,13167,463,0.041366191,5-Digit ZCTA,462,Z5,0.000106929,43.396396,-75.988613,
11978,11978,1912,0.308998094,5-Digit ZCTA,1911,Z5,0.003110397,40.833109,-72.6491715,
10038,10038,2384,0.050163653,5-Digit ZCTA,2383,Z5,7.46E-05,40.709471,-74.001219,20300
12518,12518,1711,0.283718712,5-Digit ZCTA,1710,Z5,0.002631265,41.4173935,-74.036271,5870
14836,14836,1151,0.830062505,5-Digit ZCTA,1150,Z5,0.01002281,42.4998685,-77.9260965,
13365,13365,802,0.096396713,5-Digit ZCTA,801,Z5,5.97E-05,43.005852,-74.7624415,
127HH,127HH,1665,0.96050515,5-Digit ZCTA,1664,Z5,0.000287964,41.51993691,-74.93139161,
10607,10607,1835,0.187618758,5-Digit ZCTA,1834,Z5,0.000799795,41.0373965,-73.8106385,6824
11558,11558,2424,0.028092517,5-Digit ZCTA,2423,Z5,4.87E-05,40.601303,-73.665174,
13608,13608,194,0.574010651,5-Digit ZCTA,193,Z5,0.011325509,44.246542,-75.6268765,1719
11755,11755,1904,0.159585345,5-Digit ZCTA,1903,Z5,0.000920163,40.858994,-73.1210025,12387
12529,12529,1440,0.286057752,5-Digit ZCTA,1439,Z5,0.001069358,42.139324,-73.6184125,2859
13124,13124,1069,0.274684084,5-Digit ZCTA,1068,Z5,0.001478821,42.653762,-75.819244,124
10310,10310,2169,0.096430798,5-Digit ZCTA,2168,Z5,0.000487884,40.632903,-74.1179715,24962
131HH,131HH,858,0.519924825,5-Digit ZCTA,857,Z5,0.003592774,42.854668,-76.3537835,
12202,12202,1097,0.160539456,5-Digit ZCTA,1096,Z5,0.000625889,42.631579,-73.760115,9628
117HH,117HH,2330,0.257264087,5-Digit ZCTA,2329,Z5,0.000748989,40.959642,-73.097711,
14069,14069,1116,0.187155913,5-Digit ZCTA,1115,Z5,0.001540075,42.597273,-78.635202,844
14060,14060,1209,0.455011329,5-Digit ZCTA,1208,Z5,0.004447257,42.446942,-78.3152495,443
10475,10475,1898,0.085166272,5-Digit ZCTA,1897,Z5,0.000316693,40.8728285,-73.828653,
14464,14464,486,0.463777925,5-Digit ZCTA,485,Z5,0.008377355,43.3232595,-77.92639622,7524
14020,14020,749,0.942345687,5-Digit ZCTA,748,Z5,0.01946384,42.9898295,-78.222114,23306
12459,12459,1361,0.279809619,5-Digit ZCTA,1360,Z5,0.002730368,42.2200705,-74.6932865,161
128HH,128HH,283,0.067014432,5-Digit ZCTA,282,Z5,0.000139441,43.987106,-74.6417115,
10464,10464,2369,0.053182595,5-Digit ZCTA,2368,Z5,0.000114763,40.84768694,-73.78670412,
13612,13612,273,0.659475385,5-Digit ZCTA,272,Z5,0.006077412,43.990641,-75.773546,2852
10023,10023,1997,0.085203961,5-Digit ZCTA,1996,Z5,0.000192352,40.7764525,-73.983332,60998
11961,11961,1871,0.021607303,5-Digit ZCTA,1870,Z5,2.81E-05,40.930609,-72.8976905,12834
13676,13676,70,2.164984327,5-Digit ZCTA,69,Z5,0.047453827,44.659606,-74.9067115,
129HH,129HH,152,0.023618656,5-Digit ZCTA,151,Z5,2.53E-05,44.4434925,-74.2602205,
136HH,136HH,183,0.152915056,5-Digit ZCTA,182,Z5,0.000462014,44.320475,-75.7742945,
11050,11050,2365,0.312821333,5-Digit ZCTA,2364,Z5,0.002737411,40.8373495,-73.69360914,30171
13675,13675,207,0.138633758,5-Digit ZCTA,206,Z5,0.000455481,44.2846875,-75.83385,160
12817,12817,362,0.696910489,5-Digit ZCTA,361,Z5,0.016479967,43.626859,-73.8236025,2274
10501,10501,1756,0.177431507,5-Digit ZCTA,1755,Z5,0.000328276,41.295206,-73.7557525,1219
12903,12903,85,0.043375871,5-Digit ZCTA,84,Z5,8.47E-05,44.684676,-73.445477,1217
14008,14008,2272,0.418128675,5-Digit ZCTA,2271,Z5,0.007185503,43.31124962,-78.63436822,1467
12487,12487,1568,0.370314136,5-Digit ZCTA,1567,Z5,0.005723822,41.859807,-73.9984315,3268
12955,12955,54,0.470638886,5-Digit ZCTA,53,Z5,0.008081697,44.8000275,-73.9656135,
134HH,134HH,330,0.055389961,5-Digit ZCTA,329,Z5,0.000124811,43.818172,-74.7355335,
11716,11716,1992,0.244541735,5-Digit ZCTA,1991,Z5,0.002417671,40.769874,-73.126372,10700
14845,14845,1346,1.007864751,5-Digit ZCTA,1345,Z5,0.022345896,42.2125345,-76.846753,20453
11939,11939,2439,0.176795882,5-Digit ZCTA,2438,Z5,0.000520151,41.13040603,-72.3306625,926
10591,10591,1809,0.315724799,5-Digit ZCTA,1808,Z5,0.002579695,41.085806,-73.8397235,22540
10303,10303,2408,0.155981536,5-Digit ZCTA,2407,Z5,0.001202397,40.630636,-74.17255941,26337
10282,10282,2380,0.016966699,5-Digit ZCTA,2379,Z5,1.13E-05,40.716626,-74.0144935,4783
129HH,129HH,103,0.10970673,5-Digit ZCTA,102,Z5,0.000555708,44.562271,-74.2913615,
11433,11433,2116,0.087731579,5-Digit ZCTA,2115,Z5,0.000445327,40.696917,-73.786457,32687
137HH,137HH,1470,0.744043479,5-Digit ZCTA,1469,Z5,0.00165078,42.0948685,-74.8567105,
134HH,134HH,419,0.309818001,5-Digit ZCTA,418,Z5,0.00090663,43.5337435,-75.8424555,
12955,12955,62,0.134290144,5-Digit ZCTA,61,Z5,0.000572383,44.7707305,-73.985629,381
11040,11040,2034,0.168588889,5-Digit ZCTA,2033,Z5,0.001281919,40.7437015,-73.6791605,40782
13329,13329,641,0.9326378,5-Digit ZCTA,640,Z5,0.016925997,43.106296,-74.6999715,3889
144HH,144HH,955,0.255989245,5-Digit ZCTA,954,Z5,0.001451028,42.7786195,-77.711354,
11779,11779,1933,0.349034009,5-Digit ZCTA,1932,Z5,0.003792971,40.815378,-73.1181345,38421
129XX,129XX,111,0.467627095,5-Digit ZCTA,110,Z5,0.008257629,44.513593,-74.2240555,
13796,13796,1134,0.478151094,5-Digit ZCTA,1133,Z5,0.005674871,42.548379,-75.145209,1236
12575,12575,1684,0.477549799,5-Digit ZCTA,1683,Z5,0.004428548,41.4893615,-74.1609155,2258
12020,12020,737,0.981131267,5-Digit ZCTA,736,Z5,0.022159449,43.0041815,-73.8694585,31192
13034,13034,812,0.614486567,5-Digit ZCTA,811,Z5,0.006224774,42.920372,-76.6804965,1989
14487,14487,932,0.697344236,5-Digit ZCTA,931,Z5,0.009276628,42.8145775,-77.615039,6025
11790,11790,2343,0.318982708,5-Digit ZCTA,2342,Z5,0.001817893,40.906322,-73.1242105,18511
13459,13459,950,0.593914231,5-Digit ZCTA,949,Z5,0.013474079,42.784832,-74.5685765,2222
14715,14715,1446,1.022633688,5-Digit ZCTA,1445,Z5,0.014176856,42.07598953,-78.1553435,2747
13901,13901,1389,0.476808008,5-Digit ZCTA,1388,Z5,0.005580625,42.196179,-75.8884855,
10036,10036,2027,0.074822196,5-Digit ZCTA,2026,Z5,0.000135946,40.7600995,-73.99249,24711
13861,13861,1172,0.271169955,5-Digit ZCTA,1171,Z5,0.002492179,42.5009785,-75.1392805,432
12583,12583,1510,0.424790925,5-Digit ZCTA,1509,Z5,0.004108052,42.0555705,-73.8694565,
12125,12125,1189,0.468443043,5-Digit ZCTA,1188,Z5,0.004228392,42.46974769,-73.425079,1373
10504,10504,1815,0.052831231,5-Digit ZCTA,1814,Z5,0.000142039,41.084146,-73.7384695,7987
10507,10507,1774,0.237381621,5-Digit ZCTA,1773,Z5,0.002451023,41.229701,-73.692273,6408
129HH,129HH,139,0.051540352,5-Digit ZCTA,138,Z5,4.41E-05,44.4840175,-74.1598675,
13679,13679,191,0.215569754,5-Digit ZCTA,190,Z5,0.001898242,44.2978395,-75.9396825,
12847,12847,248,3.056169054,5-Digit ZCTA,247,Z5,0.118239165,43.954059,-74.5550845,605
12307,12307,980,0.063720428,5-Digit ZCTA,979,Z5,0.000216601,42.8046265,-73.9352245,7692
11418,11418,2114,0.112631944,5-Digit ZCTA,2113,Z5,0.000449462,40.699817,-73.8342715,36256
13685,13685,286,0.499051632,5-Digit ZCTA,285,Z5,0.005288816,43.9318455,-76.076521,2272
12451,12451,1303,0.410208153,5-Digit ZCTA,1302,Z5,0.002984048,42.3010025,-73.935705,1674
129HH,129HH,173,0.159171083,5-Digit ZCTA,172,Z5,0.00026164,44.356848,-74.359465,
11572,11572,2210,0.028579072,5-Digit ZCTA,2209,Z5,3.71E-05,40.618453,-73.656574,
12912,12912,116,1.57701521,5-Digit ZCTA,115,Z5,0.029098208,44.4447605,-73.754616,1998
12850,12850,628,0.803045276,5-Digit ZCTA,627,Z5,0.01148904,43.0932355,-73.9734735,2835
12594,12594,1631,0.240567068,5-Digit ZCTA,1630,Z5,0.000902749,41.687725,-73.54333089,4275
12586,12586,1671,0.33681486,5-Digit ZCTA,1670,Z5,0.004586808,41.5589505,-74.1489845,
148HH,148HH,1512,0.11435462,5-Digit ZCTA,1511,Z5,6.63E-05,42.077624,-76.8403795,
117HH,117HH,2344,0.61049566,5-Digit ZCTA,2343,Z5,0.00207304,40.9142475,-73.4180755,
148HH,148HH,1443,0.727767117,5-Digit ZCTA,1442,Z5,0.000373456,42.117702,-77.0074485,
13054,13054,583,0.483709703,5-Digit ZCTA,582,Z5,0.007382502,43.1619475,-75.673306,
14423,14423,820,0.776149815,5-Digit ZCTA,819,Z5,0.014137042,42.9255855,-77.8297525,
11372,11372,2052,0.065319413,5-Digit ZCTA,2051,Z5,0.000197065,40.7512325,-73.882508,66636
11558,11558,2220,0.02501839,5-Digit ZCTA,2219,Z5,2.69E-05,40.612283,-73.678976,
11793,11793,2207,0.02474618,5-Digit ZCTA,2206,Z5,3.42E-05,40.6191015,-73.50032,
12857,12857,297,0.854265489,5-Digit ZCTA,296,Z5,0.019586633,43.8362465,-73.9406025,498
120HH,120HH,1339,0.076761752,5-Digit ZCTA,1338,Z5,0.000106092,42.29499,-73.8082335,
14425,14425,773,0.605179361,5-Digit ZCTA,772,Z5,0.006413254,42.989461,-77.3241415,10717
12070,12070,804,0.30586896,5-Digit ZCTA,803,Z5,0.003110181,42.983615,-74.2503665,1410
13617,13617,78,0.924468043,5-Digit ZCTA,77,Z5,0.011212787,44.614728,-75.24911,11299
11975,11975,2339,0.11986699,5-Digit ZCTA,2338,Z5,0.000733592,40.93972684,-72.248021,408
11717,11717,1976,0.268043054,5-Digit ZCTA,1975,Z5,0.002997787,40.78069,-73.2547045,60745
13470,13470,525,0.750073109,5-Digit ZCTA,524,Z5,0.018373895,43.20834,-74.6280205,725
133XX,133XX,366,0.552846408,5-Digit ZCTA,365,Z5,0.010046819,43.6478255,-74.7279775,
12422,12422,1261,0.212738358,5-Digit ZCTA,1260,Z5,0.002304773,42.390241,-74.2117865,339
14051,14051,719,0.482626263,5-Digit ZCTA,718,Z5,0.004260827,43.044307,-78.696676,19533
129HH,129HH,74,0.057912784,5-Digit ZCTA,73,Z5,0.000133061,44.719047,-74.069965,
128HH,128HH,501,0.491747811,5-Digit ZCTA,500,Z5,0.002258704,43.264905,-74.0089605,
12927,12927,190,0.880692564,5-Digit ZCTA,189,Z5,0.015124469,44.2413,-74.862072,224
14841,14841,1167,0.329977293,5-Digit ZCTA,1166,Z5,0.003521229,42.510041,-76.848552,915
12015,12015,1358,0.054689735,5-Digit ZCTA,1357,Z5,8.46E-05,42.269417,-73.794993,3010
11211,11211,2096,0.128221534,5-Digit ZCTA,2095,Z5,0.000521039,40.7112575,-73.9460005,90117
12036,12036,1142,0.317855749,5-Digit ZCTA,1141,Z5,0.002550376,42.5458245,-74.667222,228
12934,12934,29,0.968055728,5-Digit ZCTA,28,Z5,0.022476303,44.8633915,-73.886454,1074
12930,12930,67,0.579206161,5-Digit ZCTA,66,Z5,0.009011974,44.7314135,-74.5453505,634
145HH,145HH,720,0.547259319,5-Digit ZCTA,719,Z5,0.000122334,43.013942,-77.7226445,
12118,12118,885,0.04972736,5-Digit ZCTA,884,Z5,8.18E-05,42.908247,-73.675641,13897
12522,12522,1609,0.965349926,5-Digit ZCTA,1608,Z5,0.013351332,41.720973,-73.58468249,5172
10035,10035,1982,0.065499195,5-Digit ZCTA,1981,Z5,0.000237462,40.7909835,-73.925625,
105HH,105HH,1808,0.393889941,5-Digit ZCTA,1807,Z5,0.000920654,41.09531,-73.745849,
11234,11234,2229,0.032255995,5-Digit ZCTA,2228,Z5,7.16E-05,40.610799,-73.853741,
136HH,136HH,48,0.09631557,5-Digit ZCTA,47,Z5,0.000144745,44.8785935,-75.1045775,
13337,13337,976,0.4711554,5-Digit ZCTA,975,Z5,0.005644686,42.7597185,-74.981211,790
13339,13339,798,0.55820208,5-Digit ZCTA,797,Z5,0.008772344,42.969068,-74.555658,
14615,14615,561,0.288806057,5-Digit ZCTA,560,Z5,0.001711902,43.209212,-77.650826,16099
128XX,128XX,292,0.317463702,5-Digit ZCTA,291,Z5,0.00165351,43.9304595,-73.989046,
129HH,129HH,150,3.022601757,5-Digit ZCTA,149,Z5,0.005484978,44.2883425,-74.532864,
11767,11767,1919,0.162890424,5-Digit ZCTA,1918,Z5,0.001181131,40.84541,-73.1456515,14530
11569,11569,2211,0.026563428,5-Digit ZCTA,2210,Z5,3.30E-05,40.618752,-73.573522,
11704,11704,2081,0.271386039,5-Digit ZCTA,2080,Z5,0.002133472,40.706199,-73.363365,40222
12965,12965,77,0.383229818,5-Digit ZCTA,76,Z5,0.002965657,44.691922,-74.6788635,516
136HH,136HH,244,0.068386866,5-Digit ZCTA,243,Z5,0.000250533,44.12022,-75.897876,
12916,12916,66,0.030370396,5-Digit ZCTA,65,Z5,4.43E-05,44.78005,-74.4916265,2135
124HH,124HH,1378,2.311050096,5-Digit ZCTA,1377,Z5,0.004273217,42.007833,-73.9598215,
14052,14052,946,0.983726493,5-Digit ZCTA,945,Z5,0.018812785,42.7679715,-78.5800415,17329
12812,12812,310,0.793040857,5-Digit ZCTA,309,Z5,0.01388251,43.872721,-74.4072295,150
141HH,141HH,724,0.812106336,5-Digit ZCTA,723,Z5,0.000881563,43.0126526,-78.8388575,
11691,11691,2189,0.033260434,5-Digit ZCTA,2188,Z5,4.45E-05,40.6245325,-73.813689,60035
10013,10013,2378,0.053221585,5-Digit ZCTA,2377,Z5,0.000142642,40.7208855,-74.0034455,27700
12871,12871,617,0.652370334,5-Digit ZCTA,616,Z5,0.008831691,43.095858,-73.619161,
14416,14416,657,0.704162074,5-Digit ZCTA,656,Z5,0.010394756,43.08127,-78.016201,3817
14838,14838,1386,0.552830279,5-Digit ZCTA,1385,Z5,0.01049343,42.182594,-76.668634,1956
10469,10469,1903,0.142985465,5-Digit ZCTA,1902,Z5,0.000707345,40.8686785,-73.8390035,66631
129HH,129HH,119,0.019562905,5-Digit ZCTA,118,Z5,2.09E-05,44.534609,-74.0956275,
12538,12538,1588,0.693088667,5-Digit ZCTA,1587,Z5,0.007024509,41.7919725,-73.8874675,14578
14025,14025,1092,0.537028095,5-Digit ZCTA,1091,Z5,0.007159978,42.6219745,-78.7289155,3039
13080,13080,697,0.487019966,5-Digit ZCTA,696,Z5,0.005527351,43.065943,-76.4544935,
12019,12019,827,0.354063545,5-Digit ZCTA,826,Z5,0.002715723,42.9366115,-73.966369,14740
13680,13680,102,0.406081591,5-Digit ZCTA,101,Z5,0.00399357,44.5489175,-75.3734005,1244
11956,11956,1855,0.065737072,5-Digit ZCTA,1854,Z5,0.000196821,40.96866,-72.462634,
13411,13411,1029,1.045783147,5-Digit ZCTA,1028,Z5,0.020469975,42.638828,-75.3054165,3264
10153,10153,2032,0.005044149,5-Digit ZCTA,2031,Z5,1.35E-06,40.763737,-73.9726805,
14075,14075,1006,0.803060786,5-Digit ZCTA,1005,Z5,0.011500676,42.709059,-78.822497,41937
13865,13865,1488,0.022387082,5-Digit ZCTA,1487,Z5,2.18E-05,42.099978,-75.6392735,6371
10177,10177,2055,0.002702011,5-Digit ZCTA,2054,Z5,2.74E-07,40.755207,-73.9760825,
12972,12972,112,0.136228138,5-Digit ZCTA,111,Z5,0.000573663,44.5481575,-73.440452,
12780,12780,1717,0.101989367,5-Digit ZCTA,1716,Z5,6.32E-05,41.42698201,-74.777386,2312
128HH,128HH,371,0.043452513,5-Digit ZCTA,370,Z5,7.49E-05,43.679466,-74.233247,
129HH,129HH,124,0.530594719,5-Digit ZCTA,123,Z5,0.000217185,44.4817615,-73.5653345,
11598,11598,2164,0.131270774,5-Digit ZCTA,2163,Z5,0.000552951,40.6309035,-73.7116035,13328
11751,11751,2057,0.153786235,5-Digit ZCTA,2056,Z5,0.001219033,40.728506,-73.2140395,14961
11697,11697,2434,0.165157413,5-Digit ZCTA,2433,Z5,0.0006692,40.5601145,-73.9008955,4079
14024,14024,1095,0.768372704,5-Digit ZCTA,1094,Z5,0.018453314,42.574376,-78.2483005,1688
128HH,128HH,260,0.399659341,5-Digit ZCTA,259,Z5,0.001421501,44.0467795,-74.6067585,
13301,13301,453,0.17088638,5-Digit ZCTA,452,Z5,0.001019284,43.4221615,-75.2243045,
12192,12192,1222,0.079333066,5-Digit ZCTA,1221,Z5,0.000203387,42.4453905,-73.7785585,1722
11702,11702,2171,0.025534023,5-Digit ZCTA,2170,Z5,2.66E-05,40.639951,-73.410367,
105HH,105HH,2324,0.11004077,5-Digit ZCTA,2323,Z5,0.000152409,40.97895744,-73.66586981,
12439,12439,1342,0.070193227,5-Digit ZCTA,1341,Z5,0.000124826,42.299119,-74.21918,305
13035,13035,780,1.145215625,5-Digit ZCTA,779,Z5,0.022731945,42.9377905,-75.810711,8617
11566,11566,2191,0.048176501,5-Digit ZCTA,2190,Z5,0.000120504,40.622402,-73.5622835,
12883,12883,313,0.835654938,5-Digit ZCTA,312,Z5,0.024456425,43.854862,-73.5089205,5025
12482,12482,1355,0.096735269,5-Digit ZCTA,1354,Z5,0.000172025,42.2715425,-73.9629215,680
12816,12816,663,1.045646302,5-Digit ZCTA,662,Z5,0.020163401,43.054343,-73.38997507,4610
11421,11421,2120,0.0745719,5-Digit ZCTA,2119,Z5,0.000336967,40.6922975,-73.8574025,39127
12921,12921,34,0.587526578,5-Digit ZCTA,33,Z5,0.008866928,44.8761295,-73.451646,2410
12160,12160,1003,0.351249878,5-Digit ZCTA,1002,Z5,0.004140652,42.7603215,-74.359911,
13332,13332,968,1.11356374,5-Digit ZCTA,967,Z5,0.014669702,42.759707,-75.5640885,2460
12071,12071,1120,0.45189179,5-Digit ZCTA,1119,Z5,0.003621172,42.5769535,-74.403819,270
13743,13743,1340,0.824823709,5-Digit ZCTA,1339,Z5,0.017378747,42.2309585,-76.340766,3806
10977,10977,1799,0.405754148,5-Digit ZCTA,1798,Z5,0.00323933,41.11634448,-74.04601562,59048
14129,14129,1168,0.620721094,5-Digit ZCTA,1167,Z5,0.009103648,42.4827695,-79.00302,1591
11576,11576,2006,0.09577075,5-Digit ZCTA,2005,Z5,0.000316583,40.7698005,-73.6746235,
13116,13116,727,0.090423614,5-Digit ZCTA,726,Z5,0.000394003,43.074529,-76.0063415,3457
145HH,145HH,591,0.108468203,5-Digit ZCTA,590,Z5,3.63E-05,43.198611,-77.8481325,
12046,12046,1170,0.419816349,5-Digit ZCTA,1169,Z5,0.004554069,42.4892425,-73.925834,817
11972,11972,1952,0.071960645,5-Digit ZCTA,1951,Z5,0.00022075,40.818115,-72.7014135,1321
12136,12136,1206,0.385928047,5-Digit ZCTA,1205,Z5,0.005426383,42.4372745,-73.560153,804
13640,13640,217,0.021050716,5-Digit ZCTA,216,Z5,2.12E-05,44.282836,-76.0433255,271
12910,12910,38,1.013018881,5-Digit ZCTA,37,Z5,0.016263143,44.8551935,-73.647308,2148
13325,13325,361,1.388073796,5-Digit ZCTA,360,Z5,0.029143504,43.6004415,-75.521553,866
134HH,134HH,523,0.108493207,5-Digit ZCTA,522,Z5,4.90E-05,43.278463,-75.6227475,
12120,12120,1191,0.495797316,5-Digit ZCTA,1190,Z5,0.004020322,42.458242,-74.1396215,613
109HH,109HH,1747,0.083053762,5-Digit ZCTA,1746,Z5,0.000117364,41.3233295,-74.3379365,
133XX,133XX,333,0.296507163,5-Digit ZCTA,332,Z5,0.002708243,43.7695535,-74.677815,
12585,12585,1623,0.236301009,5-Digit ZCTA,1622,Z5,0.001701112,41.720389,-73.7032545,885
136HH,136HH,16,1.948367536,5-Digit ZCTA,15,Z5,0.001203048,44.76027316,-74.9772455,
14591,14591,912,0.677100487,5-Digit ZCTA,911,Z5,0.009075157,42.8335035,-78.09764,1748
12405,12405,1320,0.169252274,5-Digit ZCTA,1319,Z5,0.001094889,42.316525,-74.0773705,780
14818,14818,1166,0.667854263,5-Digit ZCTA,1165,Z5,0.01182776,42.4651135,-76.814103,1745
14111,14111,1115,0.770631102,5-Digit ZCTA,1114,Z5,0.01024619,42.581429,-78.9005585,3352
12155,12155,1060,0.914960001,5-Digit ZCTA,1059,Z5,0.016886256,42.585605,-74.866844,1977
12986,12986,234,0.024347582,5-Digit ZCTA,233,Z5,2.76E-05,44.185553,-74.5102985,
12078,12078,712,0.019778294,5-Digit ZCTA,711,Z5,2.06E-05,43.0908295,-74.213519,23773
129HH,129HH,136,0.035057569,5-Digit ZCTA,135,Z5,7.05E-05,44.490096,-74.2991975,
14808,14808,1148,0.226115653,5-Digit ZCTA,1147,Z5,0.000807676,42.554589,-77.4685385,591
14701,14701,1410,1.174603171,5-Digit ZCTA,1409,Z5,0.025839175,42.10408708,-79.2520345,40730
119HH,119HH,2442,4.553949657,5-Digit ZCTA,2441,Z5,0.030474648,40.93908019,-72.5119195,
13810,13810,1080,0.786038466,5-Digit ZCTA,1079,Z5,0.011289277,42.607015,-75.120721,1149
12720,12720,1637,0.127717871,5-Digit ZCTA,1636,Z5,0.000457933,41.6789805,-74.8707725,172
11370,11370,1987,0.05717721,5-Digit ZCTA,1986,Z5,0.000178577,40.79208,-73.8820845,39688
12185,12185,891,0.419245159,5-Digit ZCTA,890,Z5,0.003478083,42.864069,-73.520253,
121HH,121HH,392,0.13739568,5-Digit ZCTA,391,Z5,0.00021947,43.6234595,-74.374676,
144HH,144HH,571,0.261885791,5-Digit ZCTA,570,Z5,5.03E-05,43.2121605,-77.9347855,
12008,12008,930,0.110620443,5-Digit ZCTA,929,Z5,0.000232627,42.850626,-73.914368,497
10115,10115,1971,0.003538992,5-Digit ZCTA,1970,Z5,7.48E-07,40.8109,-73.963755,
11004,11004,2054,0.083583279,5-Digit ZCTA,2053,Z5,0.000292136,40.744514,-73.7107755,14016
148HH,148HH,1528,0.148747346,5-Digit ZCTA,1527,Z5,5.44E-05,42.0197662,-76.454254,
13142,13142,414,0.626117508,5-Digit ZCTA,413,Z5,0.012116976,43.5235415,-76.13909284,
14223,14223,819,0.158938736,5-Digit ZCTA,818,Z5,0.00099778,42.974607,-78.848107,22665
10460,10460,1924,0.114038212,5-Digit ZCTA,1923,Z5,0.000454366,40.8451335,-73.8802045,57311
11234,11234,2180,0.037724909,5-Digit ZCTA,2179,Z5,7.94E-05,40.634599,-73.850742,
11561,11561,2427,0.235338118,5-Digit ZCTA,2426,Z5,0.000967547,40.5893035,-73.652615,37280
14544,14544,984,0.62131217,5-Digit ZCTA,983,Z5,0.007971127,42.759611,-77.239467,2101
11212,11212,2143,0.084136153,5-Digit ZCTA,2142,Z5,0.000413274,40.664312,-73.9153795,84500
13126,13126,2268,0.623912181,5-Digit ZCTA,2267,Z5,0.011427462,43.404395,-76.54124345,37205
12481,12481,1550,0.22217001,5-Digit ZCTA,1549,Z5,0.001783012,41.9759515,-74.210471,1356
142HH,142HH,2297,0.245950518,5-Digit ZCTA,2296,Z5,0.000101158,42.86683107,-78.85809249,
121HH,121HH,435,0.257258951,5-Digit ZCTA,434,Z5,0.000699592,43.484564,-74.360066,
14303,14303,729,0.026065469,5-Digit ZCTA,728,Z5,3.04E-05,43.080955,-79.0678165,107
11964,11964,1822,0.289763853,5-Digit ZCTA,1821,Z5,0.001895237,41.055147,-72.313446,1858
10963,10963,1695,0.371616348,5-Digit ZCTA,1694,Z5,0.003886791,41.4643085,-74.5373355,4298
14092,14092,2287,0.428990448,5-Digit ZCTA,2286,Z5,0.005791592,43.1793545,-78.988115,
14711,14711,1287,0.627475963,5-Digit ZCTA,1286,Z5,0.009153583,42.3292865,-78.162609,
11702,11702,2174,0.037765355,5-Digit ZCTA,2173,Z5,4.80E-05,40.6376,-73.3629155,
12814,12814,377,0.786095353,5-Digit ZCTA,376,Z5,0.013852189,43.596999,-73.6406215,
14220,14220,2299,0.163608973,5-Digit ZCTA,2298,Z5,0.001031109,42.845658,-78.818905,24227
12603,12603,1626,0.875253619,5-Digit ZCTA,1625,Z5,0.009659659,41.676643,-73.8619225,42810
13740,13740,1331,0.475181273,5-Digit ZCTA,1330,Z5,0.010402263,42.272012,-74.749634,554
106HH,106HH,1827,0.012161377,5-Digit ZCTA,1826,Z5,8.98E-06,41.0749655,-73.764703,
14905,14905,1483,0.168900705,5-Digit ZCTA,1482,Z5,0.001122103,42.091724,-76.8376795,9070
