fold #,percent accuracy,elapsed time
1,0.901188242652,257000
2,0.900562851782,257000
3,0.888055034396,248000
4,0.871794871795,242000
5,0.89368355222,251000
6,0.898686679174,253000
7,0.876797998749,244000
8,0.888055034396,250000
9,0.914946841776,253000
10,0.903689806129,245000
