(12051, 1351507.379956706)
(12052, 261016.893852353)
(12053, 252180.31238691884)
(12054, 3425937.7385732885)
(12056, 416424.80377558485)
(12057, 219371.4166097516)
(12058, 274792.40812282555)
(12059, 199002.74262848482)
(12060, 143881.4989301499)
(12061, 1765231.2638256133)
(12062, 212585.36481432116)
(12063, 1859467.790164923)
(12064, 215684.76464884568)
(12065, 4166123.1639080658)
(12066, 1743618.8675345979)
(12067, 239532.15838515246)
(12068, 319914.8652674697)
(12070, 453349.8211197355)
(12071, 74561.49556000101)
(12072, 215062.4373137645)
(12074, 806786.7017154633)
(12075, 321180.80270957074)
(12076, 77199.77278562874)
(12077, 2311733.1003094525)
(12078, 1154029126.2135923)
(12083, 334243.23236721626)
(12084, 4008085.6159369964)
(12086, 3666489.076221688)
(12087, 1127606.6050634056)
(12090, 379363.1533450446)
(12092, 333903.0682465608)
(12093, 98898.71003076308)
(12094, 1909254.835011087)
(12095, 736223.8793391786)
(12106, 507933.06679007143)
(12108, 16839.331886554068)
(12110, 5456093.613297248)
(12115, 117946.16412863995)
(12116, 222386.0517615118)
(12117, 88000000.0)
(12118, 169889975.55012226)
(12120, 152475.34898945907)
(12121, 344199.6961844853)
(12122, 151509.66551976296)
(12123, 512605.60610861017)
(12125, 324709.7241693769)
(12130, 6583599.034138663)
(12131, 22245.378909407726)
(12134, 15364715.341991644)
(12136, 148164.9931455262)
(12137, 288839.44346023805)
(12138, 117180.25685779144)
(12139, 5587.309995474089)
(12140, 821579.6437472336)
(12143, 853321.8338927737)
(12144, 4159812.9085946125)
(12147, 104923.14537301546)
(12148, 1113901.7572293906)
(12149, 222513.7906384473)
(12150, 2678278.4003000613)
(12151, 931507.8586107902)
(12153, 130259.00739435898)
(12154, 93311258.2781457)
(12155, 117077.46228648908)
(12156, 182039.64256687916)
(12157, 16591559.998856036)
(12158, 761578.8595655344)
(12159, 318387096.7741935)
(12160, 741617.1338697488)
(12164, 34601.63001169061)
(12165, 139248.39287461995)
(12166, 101644.23533258024)
(12167, 148182.45527023243)
(12168, 181195.9115815934)
(12169, 157702.28797159297)
(12170, 576497.6201548697)
(12173, 452652.1465084975)
(12175, 95392.58597331618)
(12176, 195106.569573229)
(12180, 3215838.7768510478)
(12182, 4229671.780570381)
(12183, 12511580.374965377)
(12184, 662913.9873738441)
(12185, 700304.1871108275)
(12186, 678800.8766772259)
(12187, 126317.8192578674)
(12188, 179411764.70588237)
(12189, 8751684.405333307)
(12190, 13031.523254753247)
(12192, 8466617.827098094)
(12193, 181116.53492445167)
(12194, 55787.088442208886)
(12196, 1093650.94313412)
(12197, 111149.96409900958)
(12198, 1879822.203024128)
(12202, 15382919.335537132)
(12203, 9160296.938952455)
(12204, 6108747.170683334)
(12205, 6652984.360542083)
(12206, 25661092.0246359)
(12207, 7510071.900842377)
(12208, 15761232.028601969)
(12209, 19313706.033219345)
(12210, 39125209.91572558)
(12211, 74485330.94340618)
(12302, 1301037735.8490565)
(12303, 6506579.148088582)
(12304, 9980231.874766255)
(12305, 262201834.8623853)
(12306, 1226602870.8133972)
(12307, 35512301.420584396)
(12308, 25361989.266429063)
(12309, 5514754.595018021)
(12401, 1168000000.0)
(12404, 320678.2425354442)
(12405, 712400.9831133567)
(12406, 77709.7620646058)
(12407, 28752.194640059086)
(12409, 284195.1445047475)
(12410, 26433.177592868342)
(12411, 3840121.1531180697)
(12412, 186296.08232902767)
(12413, 686724.0722644307)
(12414, 503789.49402853666)
(12416, 796856.3012059284)
(12418, 106647.87651566094)
(12419, 2445111.9773234488)
(12420, 349191.232702769)
(12421, 45320.757176782965)
(12422, 147086.0687798755)
(12423, 282978.83591741766)
(12424, 41149.50652688783)
(12427, 44128.39524332673)
(12428, 405820.2067728332)
(12429, 988942.148643988)
(12430, 102230.42120474699)
(12431, 295361.89852896513)
(12433, 508256.2705985849)
(12434, 275733.94428044825)
(12435, 148191.7874475192)
(12439, 2443401.214490571)
(12440, 2244114.3002216914)
(12442, 202778.42616280023)
(12443, 815580.1610818793)
(12444, 112200.30440823031)
(12446, 258308.38376837276)
(12448, 4608076.009501188)
(12449, 6958365.538420842)
(12450, 33573.55240657242)
(12451, 560982.9332504035)
(12454, 56050.997726631926)
(12455, 20601036.269430052)
(12456, 3409254.6056948956)
(12457, 148603.25598887677)
(12458, 227764.74833122856)
(12459, 58966.41038863626)
(12460, 299651.560405752)
(12461, 183643.6450139121)
(12463, 812552.7351653003)
(12464, 69999.20049932764)
(12466, 4908065.634205106)
(12468, 82985.24520738181)
(12469, 57297.10835797236)
(12470, 395062.89312811685)
(12471, 3199404.761904762)
(12472, 1474496.0028214273)
(12473, 138985.3616613803)
(12474, 114763.1538376374)
(12477, 1168470.175431613)
(12480, 40368.4043503132)
(12481, 760510.8658831236)
(12482, 3952913.820665601)
(12484, 459362.5500016892)
(12485, 147552.20277527784)
(12486, 1768115.639174384)
(12487, 570947.1748073228)
(12489, 4095918.030915939)
(12491, 714110.308086372)
(12492, 54226.06104493819)
(12493, 270648.12845452264)
(12494, 219606.55358845447)
(12495, 128557.77580494147)
(12496, 207366.0376055898)
(12498, 697634.2848925003)
(12501, 270575.4634637227)
(12502, 117013.58413110829)
(12503, 99247.8168041537)
(12507, 682075.3060149241)
(12508, 4681581.790624968)
(12513, 6536144.578313253)
(12514, 374801.5962618835)
(12515, 1440304.5374706986)
(12516, 308194.75218149094)
(12517, 341238.8108531372)
(12518, 2230866.14233078)
(12520, 2696895.490745632)
(12521, 175758.7802682759)
(12522, 387377.0796801398)
(12523, 254966.99964108926)
(12524, 3339655.226309923)
(12525, 2309489.7638893733)
(12526, 404714.1401696571)
(12528, 1080734.0049909437)
(12529, 2673566.7568765557)
(12531, 877557.0332869738)
(12533, 1791003.5387659522)
(12534, 709007936.5079365)
(12538, 2075305.192149373)
(12540, 843537.5208776076)
(12542, 1299989.5789774999)
(12543, 5647506.045522549)
(12545, 290202.18800142204)
(12546, 233385.02515973512)
(12547, 1324609.5128131115)
(12548, 833427.7029360196)
(12549, 2056537.9601707805)
(12550, 5695727.811851742)
(12553, 3278736.9121537856)
(12561, 2710871.3819758147)
(12563, 1522908.431080293)
(12564, 597420.1998695412)
(12565, 1812621.0598043052)
(12566, 627088.2408737317)
(12567, 205967.75327285935)
(12569, 4333785.26548294)
(12570, 1687942.6217899162)
(12571, 756666.3772647921)
(12572, 586585.7615967067)
(12575, 509873.66513809946)
(12577, 1380362.2549499832)
(12578, 539774.5081357966)
(12580, 768694.9421374574)
(12581, 203906.5628589189)
(12582, 1342824.564558064)
(12583, 29283154.121863797)
(12585, 520247.93194098916)
(12586, 4685393.044321054)
(12589, 3380689.4110324136)
(12590, 3547536.7601394397)
(12592, 364457.58606447617)
(12594, 4735535.569687698)
(12601, 947554585.1528383)
(12603, 4431833.463272358)
(12701, 646649.0968155444)
(12719, 245975.53857842035)
(12720, 375600.797496577)
(12721, 1107176.9693824719)
(12723, 176143.34248101854)
(12724, 93460.0473556338)
(12725, 15565.787141625848)
(12726, 142724.43755578628)
(12729, 667565.0653298267)
(12732, 111949.75307673101)
(12733, 979216.3695722396)
(12734, 240905.27032377722)
(12736, 123247.63792768498)
(12737, 201881.10914961123)
(12738, 198351.69739465046)
(12740, 98235.43940878726)
(12741, 292906.1632129887)
(12742, 405921.5203442932)
(12743, 81308.01818289747)
(12746, 231674.1311725579)
(12747, 415972.06531586574)
(12748, 408584.6066339891)
(12749, 522628.05258335045)
(12751, 1800192.3165605739)
(12752, 628692.2681242628)
(12754, 800022.7786571516)
(12758, 92185.68916385961)
(12759, 8147394.217277021)
(12760, 30018.08122307364)
(12762, 347893.44404317415)
(12763, 314133.9257636839)
(12764, 108912.31531142756)
(12765, 265396.5218961127)
(12766, 224634.8911960086)
(12768, 115110.39147609078)
(12770, 234735.82703141653)
(12771, 1538574.4176563157)
(12775, 609626.6335445928)
(12776, 54463.63327047447)
(12777, 49157.54013610204)
(12778, 373134.32835820894)
(12779, 1306357.927202939)
(12780, 36582278.48101266)
(12783, 152962.3665809142)
(12785, 1843732.8387904104)
(12786, 115898.09960230395)
(12787, 9868995.633187773)
(12788, 477012.83669757517)
(12789, 653134.9054055975)
(12790, 225201.5598821814)
(12791, 665454.3418864231)
(12792, 2421097.5160262203)
(12801, 12757921.327163866)
(12803, 4164983.316949341)
(12804, 915172413.7931035)
(12808, 56269.36328089372)
(12809, 217233.25981596622)
(12810, 45924.18466444253)
(12812, 10804.96250317846)
(12814, 50938511.326860845)
(12815, 66164.8821266168)
(12816, 228632.06460060977)
(12817, 137985.71319954706)
(12819, 32842.99207970464)
(12821, 904840.1048824843)
(12822, 328538.05546379456)
(12823, 158661.37795406822)
(12824, 147374.435414967)
(12827, 109645.51325582298)
(12828, 326920415.2249135)
(12831, 866467661.6915423)
(12832, 277355.34148878773)
(12833, 393288.5896444192)
(12834, 251750.35985335408)
(12835, 303953.3198697076)
(12836, 48381.66287775311)
(12837, 163371.99803953603)
(12838, 315870.90231536486)
(12839, 1482522.9118417117)
(12842, 31344086.021505374)
(12843, 46516.94309876958)
(12844, 249744.9213303498)
(12845, 103905579.39914162)
(12846, 229114.01374684082)
(12847, 5116.747906668658)
(12849, 427690.3388640544)
(12850, 246756.9091934574)
(12851, 16034.615844119351)
(12852, 9609.177346205723)
(12853, 207125.70950794773)
(12855, 4919.40738121559)
(12856, 10939.336232666928)
(12857, 25425.50319904396)
(12859, 420341.0215347143)
(12860, 152771.81792948843)
(12861, 63268.13252731049)
(12863, 400765.7407699815)
(12865, 225150.42759219412)
(12866, 1991682.788785372)
(12870, 45208.96157262234)
(12871, 122642642.64264263)
(12873, 101651.56164973855)
(12874, 23798.25914058453)
(12878, 30293.8069515144)
(12883, 205467.47940469632)
(12885, 329685.8463545034)
(12886, 192949.24717515847)
(12887, 1170598.2081748345)
(12901, 82790499.60509929)
(12903, 14368358.913813459)
(12910, 132077.79086736185)
(12912, 68664.02219683082)
(12913, 65664.77095821417)
(12914, 96216.73760193422)
(12916, 48194130.9255079)
(12917, 111856.38628610408)
(12918, 530207.9345918034)
(12919, 268609.309572362)
(12920, 154237.71374771974)
(12921, 271796.50043397216)
(12923, 37379.0783857017)
(12926, 155905.41540425998)
(12927, 14810.437311881826)
(12928, 95404.3292395875)
(12930, 70350.84655148805)
(12932, 54331.707470174595)
(12934, 47783.659083079634)
(12935, 65720.29442691903)
(12936, 62585.846571267306)
(12937, 162343.41270432217)
(12941, 114897.47090390517)
(12942, 35760.29882767112)
(12943, 14818.704769656795)
(12944, 82591093.1174089)
(12945, 61408.849920043365)
(12946, 36479574.89206244)
(12950, 58949.37118344067)
(12952, 91473.6352376547)
(12953, 266761.43581731815)
(12955, 665638.217766775)
(12956, 345291.6507710919)
(12957, 165921.62154835445)
(12958, 189129.97759167632)
(12959, 109868.17664651989)
(12960, 169295.6651461517)
(12961, 38299.559150796646)
(12962, 919264.5348778894)
(12964, 3361169.102296451)
(12965, 173991.80013062872)
(12966, 114753.15356625245)
(12967, 99879.31997454914)
(12969, 12575.314390291976)
(12970, 26383561.643835615)
(12972, 47157857.296352014)
(12974, 668497.8239329746)
(12979, 1350393.7769353446)
(12980, 22975.639162371626)
(12981, 69297.38997978195)
(12983, 254897959.18367347)
(12985, 46839.134009078145)
(12986, 264935064.93506494)
(12987, 24753.304381408765)
(12989, 33568.78568241436)
(12992, 221888.78532840515)
(12993, 84345.90426838608)
(12996, 2374058.7983575063)
(13021, 1139230.2856582596)
(13026, 235056.09968736555)
(13027, 811205128.2051282)
(13028, 231096.08358899408)
(13029, 8813680.359341273)
(13030, 636687.1850508729)
(13031, 2524654.3840523534)
(13032, 549793.7542655764)
(13033, 187993.33712703464)
(13034, 319529.67288450955)
(13035, 379070.0707748501)
(13036, 8317235.4582528435)
(13037, 751636.6069753263)
(13039, 4021731.15379676)
(13040, 95607.71302571891)
(13041, 39403409.195478454)
(13042, 266505.3155706861)
(13044, 257871.94666321194)
(13045, 926328.4909351503)
(13052, 129921.17058123513)
(13053, 507372.4813104313)
(13054, 51699346.405228764)
(13057, 2084157.014650823)
(13060, 664208.9829649096)
(13061, 166234.9619297961)
(13062, 2446958.981612447)
(13063, 158606.6017282103)
(13066, 2811465.0592075484)
(13068, 396340.26136307087)
(13069, 1911485.7360427652)
(13071, 149869.71004239863)
(13072, 104720.63462756101)
(13073, 419534.13095983566)
(13074, 412523.8869530129)
(13076, 496407.21904295264)
(13077, 366483.0641836727)
(13078, 847856.1425484564)
(13080, 164298642.53393665)
(13081, 135596.93214550885)
(13082, 681635.6905623054)
(13083, 105467.86454218201)
(13084, 385568.4922767806)
(13088, 9677116.432447778)
(13090, 6912251.532161451)
(13092, 187732.64422149773)
(13101, 248677.06873194227)
(13104, 1153208.0660114756)
(13108, 719799.4865935451)
(13110, 318131.6825682616)
(13111, 212123.98372335237)
(13112, 9567730.609948888)
(13114, 60511433.957234524)
(13116, 8774044.867678674)
(13118, 217515.0537662994)
(13120, 561774.163890373)
(13122, 208423.06117731688)
(13124, 83850.58096956968)
(13126, 3255753.5522760875)
(13131, 256791.25514686812)
(13132, 90877944.3254818)
(13135, 1907311.080505995)
(13136, 87004.66403654066)
(13140, 46798748.696558915)
(13141, 117832.57651604657)
(13142, 748112.6420367404)
(13143, 223503.7926407584)
(13144, 134997.04479036178)
(13145, 418870.39397522574)
(13146, 168938.29782805374)
(13147, 123505.3895495929)
(13148, 47476250.833594635)
(13152, 423100.89317925234)
(13155, 87216.1168017179)
(13156, 221150.20887084352)
(13158, 90369.51779166322)
(13159, 241462.87375567318)
(13160, 379121.3549314673)
(13164, 571108.3654917662)
(13165, 1427177.2225651054)
(13166, 177531645.56962025)
(13167, 60874316.93989071)
(13202, 18185162.27197485)
(13203, 31921630.793251228)
(13204, 14405008.326009529)
(13205, 18553501.35617099)
(13206, 13436062.873223968)
(13207, 14970488.843500922)
